ensembl_gene_id	external_gene_name	gene_biotype	description
FBgn0035539	slow	protein_coding	slowdown [Source:FlyBase gene name;Acc:FBgn0035539]
FBgn0039027	CG7031	protein_coding	
FBgn0030956	CG18259	protein_coding	
FBgn0259676	DNApol-alpha60	protein_coding	DNA polymerase alpha 60kD [Source:FlyBase gene name;Acc:FBgn0259676]
FBgn0034642	CG15674	protein_coding	
FBgn0063495	GstE5	protein_coding	Glutathione S transferase E5 [Source:FlyBase gene name;Acc:FBgn0063495]
FBgn0000560	eg	protein_coding	eagle [Source:FlyBase gene name;Acc:FBgn0000560]
FBgn0005659	Ets98B	protein_coding	Ets at 98B [Source:FlyBase gene name;Acc:FBgn0005659]
FBgn0034032	CG8195	protein_coding	
FBgn0050461	CG30461	protein_coding	
FBgn0031859	CG17377	protein_coding	
FBgn0033429	CG12929	protein_coding	
FBgn0034858	eIF2B-delta	protein_coding	eIF2B-delta [Source:FlyBase gene name;Acc:FBgn0034858]
FBgn0039835	mRpL32	protein_coding	mitochondrial ribosomal protein L32 [Source:FlyBase gene name;Acc:FBgn0039835]
FBgn0037177	CG14454	protein_coding	
FBgn0036213	RpL10Ab	protein_coding	Ribosomal protein L10Ab [Source:FlyBase gene name;Acc:FBgn0036213]
FBgn0050447	CG30447	protein_coding	
FBgn0051268	CG31268	protein_coding	
FBgn0051323	CG31323	protein_coding	
FBgn0261394	Prosalpha3	protein_coding	Proteasome alpha3 subunit [Source:FlyBase gene name;Acc:FBgn0261394]
FBgn0050037	CG30037	protein_coding	
FBgn0036612	CG4998	protein_coding	
FBgn0000289	cg	protein_coding	combgap [Source:FlyBase gene name;Acc:FBgn0000289]
FBgn0261293	CheB53b	protein_coding	Chemosensory protein B 53b [Source:FlyBase gene name;Acc:FBgn0261293]
FBgn0262576	CG43116	protein_coding	
FBgn0010770	ppan	protein_coding	peter pan [Source:FlyBase gene name;Acc:FBgn0010770]
FBgn0022740	HLH54F	protein_coding	HLH54F [Source:FlyBase gene name;Acc:FBgn0022740]
FBgn0031717	Oscillin	protein_coding	Oscillin [Source:FlyBase gene name;Acc:FBgn0031717]
FBgn0050156	CG30156	protein_coding	
FBgn0033884	CG13344	protein_coding	
FBgn0029003	mab-21	protein_coding	mab-21 [Source:FlyBase gene name;Acc:FBgn0029003]
FBgn0013759	CASK	protein_coding	CASK ortholog [Source:FlyBase gene name;Acc:FBgn0013759]
FBgn0003459	stwl	protein_coding	stonewall [Source:FlyBase gene name;Acc:FBgn0003459]
FBgn0265725	CG44532	protein_coding	
FBgn0025463	Bap60	protein_coding	Brahma associated protein 60kD [Source:FlyBase gene name;Acc:FBgn0025463]
FBgn0036044	Zasp67	protein_coding	
FBgn0033721	CG13159	protein_coding	
FBgn0030375	CG11356	protein_coding	
FBgn0038886	CG6475	protein_coding	
FBgn0029747	CG5062	protein_coding	
FBgn0031469	CG18558	protein_coding	
FBgn0039525	CG5646	protein_coding	
FBgn0260455	CG10332	protein_coding	
FBgn0034092	CG7798	protein_coding	
FBgn0267046	CG45490	protein_coding	
FBgn0011290	Taf12	protein_coding	TBP-associated factor 12 [Source:FlyBase gene name;Acc:FBgn0011290]
FBgn0038869	CG3353	protein_coding	
FBgn0051146	Nlg1	protein_coding	Neuroligin 1 [Source:FlyBase gene name;Acc:FBgn0051146]
FBgn0036816	Indy	protein_coding	I'm not dead yet [Source:FlyBase gene name;Acc:FBgn0036816]
FBgn0040260	Ugt36Bc	protein_coding	Ugt36Bc [Source:FlyBase gene name;Acc:FBgn0040260]
FBgn0036354	Poc1	protein_coding	Proteome of centrioles 1 [Source:FlyBase gene name;Acc:FBgn0036354]
FBgn0038394	CG10264	protein_coding	
FBgn0041188	Atx2	protein_coding	Ataxin-2 [Source:FlyBase gene name;Acc:FBgn0041188]
FBgn0038919	CG17843	protein_coding	
FBgn0029963	CG10920	protein_coding	
FBgn0039209	CG13624	protein_coding	
FBgn0052203	Spn75F	protein_coding	Serpin 75F [Source:FlyBase gene name;Acc:FBgn0052203]
FBgn0032354	CG4788	protein_coding	
FBgn0028436	ECSIT	protein_coding	ECSIT [Source:FlyBase gene name;Acc:FBgn0028436]
FBgn0034002	CG8079	protein_coding	
FBgn0034839	CG13540	protein_coding	
FBgn0033521	CG12896	protein_coding	
FBgn0035077	CG9083	protein_coding	
FBgn0032900	CG14401	protein_coding	
FBgn0033474	CG1407	protein_coding	
FBgn0010520	Bka	protein_coding	Bekka [Source:FlyBase gene name;Acc:FBgn0010520]
FBgn0043005	prt	protein_coding	portabella [Source:FlyBase gene name;Acc:FBgn0043005]
FBgn0027844	CAH1	protein_coding	Carbonic anhydrase 1 [Source:FlyBase gene name;Acc:FBgn0027844]
FBgn0259974	Sfp84E	protein_coding	Seminal fluid protein 84E [Source:FlyBase gene name;Acc:FBgn0259974]
FBgn0034364	CG5493	protein_coding	
FBgn0039698	CG7789	protein_coding	
FBgn0037461	CG15177	protein_coding	
FBgn0004838	Hrb27C	protein_coding	Heterogeneous nuclear ribonucleoprotein at 27C [Source:FlyBase gene name;Acc:FBgn0004838]
FBgn0031070	CG12702	protein_coding	
FBgn0011207	pelo	protein_coding	pelota [Source:FlyBase gene name;Acc:FBgn0011207]
FBgn0001308	Khc	protein_coding	Kinesin heavy chain [Source:FlyBase gene name;Acc:FBgn0001308]
FBgn0035023	ITP	protein_coding	Ion transport peptide [Source:FlyBase gene name;Acc:FBgn0035023]
FBgn0033993	CG8089	protein_coding	
FBgn0004003	wbl	protein_coding	windbeutel [Source:FlyBase gene name;Acc:FBgn0004003]
FBgn0030174	CG15312	protein_coding	
FBgn0033592	CG13215	protein_coding	
FBgn0036030	CG6767	protein_coding	
FBgn0039145	CG6000	protein_coding	
FBgn0014861	Mcm2	protein_coding	Minichromosome maintenance 2 [Source:FlyBase gene name;Acc:FBgn0014861]
FBgn0036888	CG9330	protein_coding	
FBgn0267050	CG45494	protein_coding	
FBgn0037544	CG11035	protein_coding	
FBgn0035109	CG13876	protein_coding	
FBgn0033871	CG13339	protein_coding	
FBgn0015737	Hmu	protein_coding	Hemomucin [Source:FlyBase gene name;Acc:FBgn0015737]
FBgn0040078	pont	protein_coding	pontin [Source:FlyBase gene name;Acc:FBgn0040078]
FBgn0262479	CG43069	protein_coding	
FBgn0053688	CG33688	protein_coding	
FBgn0015380	drl	protein_coding	derailed [Source:FlyBase gene name;Acc:FBgn0015380]
FBgn0038685	CG14282	protein_coding	
FBgn0014863	Mlp84B	protein_coding	Muscle LIM protein at 84B [Source:FlyBase gene name;Acc:FBgn0014863]
FBgn0038721	subdued	protein_coding	subdued [Source:FlyBase gene name;Acc:FBgn0038721]
FBgn0038366	CG4576	protein_coding	
FBgn0029999	CG1575	protein_coding	
FBgn0031106	Syx16	protein_coding	Syntaxin 16 [Source:FlyBase gene name;Acc:FBgn0031106]
FBgn0035332	CG13801	protein_coding	
FBgn0010389	htl	protein_coding	heartless [Source:FlyBase gene name;Acc:FBgn0010389]
FBgn0033571	Rpb5	protein_coding	Rpb5 [Source:FlyBase gene name;Acc:FBgn0033571]
FBgn0040992	CG10570	protein_coding	
FBgn0030859	CG12990	protein_coding	
FBgn0034742	CG4294	protein_coding	
FBgn0037944	CG6923	protein_coding	
FBgn0000241	bw	protein_coding	brown [Source:FlyBase gene name;Acc:FBgn0000241]
FBgn0039187	CG6454	protein_coding	
FBgn0261089	Sytalpha	protein_coding	Synaptotagmin alpha [Source:FlyBase gene name;Acc:FBgn0261089]
FBgn0264707	RhoGEF3	protein_coding	Rho guanine nucleotide exchange factor 3 [Source:FlyBase gene name;Acc:FBgn0264707]
FBgn0031762	CG9098	protein_coding	
FBgn0028476	CG15817	protein_coding	
FBgn0019644	ATPsyn-b	protein_coding	ATP synthase, subunit b [Source:FlyBase gene name;Acc:FBgn0019644]
FBgn0029580	CG14778	protein_coding	
FBgn0039360	CLS	protein_coding	cardiolipin synthase [Source:FlyBase gene name;Acc:FBgn0039360]
FBgn0030088	Arfrp1	protein_coding	ADP-ribosylation factor related protein 1 [Source:FlyBase gene name;Acc:FBgn0030088]
FBgn0085473	CG34444	protein_coding	
FBgn0038400	CG5903	protein_coding	
FBgn0031254	CG13692	protein_coding	
FBgn0017457	U2af38	protein_coding	U2 small nuclear riboprotein auxiliary factor 38 [Source:FlyBase gene name;Acc:FBgn0017457]
FBgn0052040	CG32040	protein_coding	
FBgn0034973	CG13564	protein_coding	
FBgn0036366	CG10133	protein_coding	
FBgn0034082	CG10734	protein_coding	
FBgn0035631	Txl	protein_coding	Thioredoxin-like [Source:FlyBase gene name;Acc:FBgn0035631]
FBgn0263982	CG43731	protein_coding	
FBgn0053906	His2B:CG33906	protein_coding	His2B:CG33906 [Source:FlyBase gene name;Acc:FBgn0053906]
FBgn0033313	Cirl	protein_coding	Calcium-independent receptor for alpha-latrotoxin [Source:FlyBase gene name;Acc:FBgn0033313]
FBgn0034819	CG9877	protein_coding	
FBgn0036923	CG17732	protein_coding	
FBgn0036585	CG13071	protein_coding	
FBgn0003865	tsg	protein_coding	twisted gastrulation [Source:FlyBase gene name;Acc:FBgn0003865]
FBgn0033550	CG12341	protein_coding	
FBgn0051613	His3:CG31613	protein_coding	His3:CG31613 [Source:FlyBase gene name;Acc:FBgn0051613]
FBgn0029964	CG1409	protein_coding	
FBgn0001259	in	protein_coding	inturned [Source:FlyBase gene name;Acc:FBgn0001259]
FBgn0030242	sofe	protein_coding	sister of feo [Source:FlyBase gene name;Acc:FBgn0030242]
FBgn0033751	CG8818	protein_coding	
FBgn0028996	onecut	protein_coding	onecut [Source:FlyBase gene name;Acc:FBgn0028996]
FBgn0039473	CG17191	protein_coding	
FBgn0003317	sax	protein_coding	saxophone [Source:FlyBase gene name;Acc:FBgn0003317]
FBgn0034877	levy	protein_coding	levy [Source:FlyBase gene name;Acc:FBgn0034877]
FBgn0036790	AstC-R1	protein_coding	Allatostatin C receptor 1 [Source:FlyBase gene name;Acc:FBgn0036790]
FBgn0037500	CG17944	protein_coding	
FBgn0038448	CG12783	protein_coding	
FBgn0031275	GABA-B-R3	protein_coding	metabotropic GABA-B receptor subtype 3 [Source:FlyBase gene name;Acc:FBgn0031275]
FBgn0033337	CG8272	protein_coding	
FBgn0261383	IntS6	protein_coding	Integrator 6 [Source:FlyBase gene name;Acc:FBgn0261383]
FBgn0036496	CG7804	protein_coding	
FBgn0000721	for	protein_coding	foraging [Source:FlyBase gene name;Acc:FBgn0000721]
FBgn0031529	CG9662	protein_coding	
FBgn0037669	Ibf2	protein_coding	Insulator binding factor 2 [Source:FlyBase gene name;Acc:FBgn0037669]
FBgn0031256	CG4164	protein_coding	
FBgn0034191	CG6984	protein_coding	
FBgn0032366	CG14930	protein_coding	
FBgn0037623	CG9801	protein_coding	
FBgn0033362	CG8172	protein_coding	
FBgn0013548	l(2)dtl	protein_coding	lethal-(2)-denticleless [Source:FlyBase gene name;Acc:FBgn0013548]
FBgn0051224	CG31224	protein_coding	
FBgn0052647	CG32647	protein_coding	
FBgn0038868	CG5862	protein_coding	
FBgn0035490	CG1136	protein_coding	
FBgn0038938	CG7084	protein_coding	
FBgn0036274	CG4328	protein_coding	
FBgn0030951	CG6873	protein_coding	
FBgn0040812	CG8750	protein_coding	
FBgn0032053	mRpL51	protein_coding	mitochondrial ribosomal protein L51 [Source:FlyBase gene name;Acc:FBgn0032053]
FBgn0038845	CG10827	protein_coding	
FBgn0011293	a10	protein_coding	antennal protein 10 [Source:FlyBase gene name;Acc:FBgn0011293]
FBgn0051481	pb	protein_coding	proboscipedia [Source:FlyBase gene name;Acc:FBgn0051481]
FBgn0032373	Vha100-5	protein_coding	Vacuolar H[+] ATPase 100kD subunit 5 [Source:FlyBase gene name;Acc:FBgn0032373]
FBgn0034321	CG14502	protein_coding	
FBgn0034120	CG15710	protein_coding	
FBgn0026326	Mad1	protein_coding	
FBgn0036858	CG14088	protein_coding	
FBgn0035107	mri	protein_coding	mrityu [Source:FlyBase gene name;Acc:FBgn0035107]
FBgn0029105	alpha-catenin-related	protein_coding	alpha-catenin related [Source:FlyBase gene name;Acc:FBgn0029105]
FBgn0032690	CG10333	protein_coding	
FBgn0053093	CG33093	protein_coding	
FBgn0013278	Hsp70Bb	protein_coding	Heat-shock-protein-70Bb [Source:FlyBase gene name;Acc:FBgn0013278]
FBgn0265266	CG13639	protein_coding	
FBgn0033480	mRpL42	protein_coding	mitochondrial ribosomal protein L42 [Source:FlyBase gene name;Acc:FBgn0033480]
FBgn0038045	Sas	protein_coding	Sialic acid phosphate synthase [Source:FlyBase gene name;Acc:FBgn0038045]
FBgn0013972	Gycalpha99B	protein_coding	Guanylyl cyclase alpha-subunit at 99B [Source:FlyBase gene name;Acc:FBgn0013972]
FBgn0053054	CG33054	protein_coding	
FBgn0261793	Trf2	protein_coding	TATA box binding protein-related factor 2 [Source:FlyBase gene name;Acc:FBgn0261793]
FBgn0032295	CG12299	protein_coding	
FBgn0033736	CG13154	protein_coding	
FBgn0010053	Jheh1	protein_coding	Juvenile hormone epoxide hydrolase 1 [Source:FlyBase gene name;Acc:FBgn0010053]
FBgn0029658	CG14269	protein_coding	
FBgn0034554	CG15227	protein_coding	
FBgn0039151	CG13607	protein_coding	
FBgn0053809	His3:CG33809	protein_coding	His3:CG33809 [Source:FlyBase gene name;Acc:FBgn0053809]
FBgn0032291	CG17118	protein_coding	
FBgn0039369	CG17195	protein_coding	
FBgn0261846	CG42778	protein_coding	
FBgn0263782	Hmgcr	protein_coding	HMG Coenzyme A reductase [Source:FlyBase gene name;Acc:FBgn0263782]
FBgn0053126	NLaz	protein_coding	Neural Lazarillo [Source:FlyBase gene name;Acc:FBgn0053126]
FBgn0032348	CG4751	protein_coding	
FBgn0037455	CG2336	protein_coding	
FBgn0028887	CG3491	protein_coding	
FBgn0031435	Elba2	protein_coding	Early boundary activity 2 [Source:FlyBase gene name;Acc:FBgn0031435]
FBgn0030511	CG11158	protein_coding	
FBgn0020912	Ptx1	protein_coding	Ptx1 [Source:FlyBase gene name;Acc:FBgn0020912]
FBgn0036799	CG13380	protein_coding	
FBgn0036877	CG9452	protein_coding	
FBgn0264502	CG43901	protein_coding	
FBgn0040388	boi	protein_coding	brother of ihog [Source:FlyBase gene name;Acc:FBgn0040388]
FBgn0264959	Src42A	protein_coding	Src oncogene at 42A [Source:FlyBase gene name;Acc:FBgn0264959]
FBgn0083228	Frq2	protein_coding	Frequenin 2 [Source:FlyBase gene name;Acc:FBgn0083228]
FBgn0033021	CG10417	protein_coding	
FBgn0031747	CG9021	protein_coding	
FBgn0037063	CG9391	protein_coding	
FBgn0032248	Bug22	protein_coding	Basal body up regulated gene 22 ortholog [Source:FlyBase gene name;Acc:FBgn0032248]
FBgn0051954	CG31954	protein_coding	
FBgn0260971	CG42594	protein_coding	
FBgn0037282	CG14657	protein_coding	
FBgn0038097	CG14384	protein_coding	
FBgn0032744	Ttc19	protein_coding	Tetratricopeptide repeat domain 19 [Source:FlyBase gene name;Acc:FBgn0032744]
FBgn0045770	S-Lap3	protein_coding	Sperm-Leucylaminopeptidase 3 [Source:FlyBase gene name;Acc:FBgn0045770]
FBgn0028868	CG4701	protein_coding	
FBgn0262021	CG42832	protein_coding	
FBgn0034964	IntS1	protein_coding	Integrator 1 [Source:FlyBase gene name;Acc:FBgn0034964]
FBgn0003514	sqh	protein_coding	spaghetti squash [Source:FlyBase gene name;Acc:FBgn0003514]
FBgn0013576	mtd	protein_coding	mustard [Source:FlyBase gene name;Acc:FBgn0013576]
FBgn0038861	CG7009	protein_coding	
FBgn0051870	CG31870	protein_coding	
FBgn0039632	Cul5	protein_coding	Cullin 5 [Source:FlyBase gene name;Acc:FBgn0039632]
FBgn0013725	phyl	protein_coding	phyllopod [Source:FlyBase gene name;Acc:FBgn0013725]
FBgn0011327	Uch-L5	protein_coding	Ubiquitin carboxy-terminal hydrolase L5 ortholog [Source:FlyBase gene name;Acc:FBgn0011327]
FBgn0038020	GstD9	protein_coding	Glutathione S transferase D9 [Source:FlyBase gene name;Acc:FBgn0038020]
FBgn0031130	CG15452	protein_coding	
FBgn0035357	MEP-1	protein_coding	
FBgn0035691	CG7386	protein_coding	
FBgn0027081	Aats-thr	protein_coding	Threonyl-tRNA synthetase [Source:FlyBase gene name;Acc:FBgn0027081]
FBgn0039190	CG5762	protein_coding	
FBgn0004414	msopa	protein_coding	male-specific opa containing gene [Source:FlyBase gene name;Acc:FBgn0004414]
FBgn0010497	dmGlut	protein_coding	Dietary and metabolic glutamate transporter [Source:FlyBase gene name;Acc:FBgn0010497]
FBgn0014143	croc	protein_coding	crocodile [Source:FlyBase gene name;Acc:FBgn0014143]
FBgn0051373	CG31373	protein_coding	
FBgn0033087	Hsepi	protein_coding	Heparan sulfate C5-epimerase [Source:FlyBase gene name;Acc:FBgn0033087]
FBgn0264693	ens	protein_coding	ensconsin [Source:FlyBase gene name;Acc:FBgn0264693]
FBgn0051459	CG31459	protein_coding	
FBgn0004435	Galphaq	protein_coding	G protein alpha q subunit [Source:FlyBase gene name;Acc:FBgn0004435]
FBgn0050000	GstT1	protein_coding	Glutathione S transferase T1 [Source:FlyBase gene name;Acc:FBgn0050000]
FBgn0050486	CG30486	protein_coding	
FBgn0036714	CG7692	protein_coding	
FBgn0031292	CG15824	protein_coding	
FBgn0041624	Or65b	protein_coding	Odorant receptor 65b [Source:FlyBase gene name;Acc:FBgn0041624]
FBgn0032924	Nbr	protein_coding	Nibbler [Source:FlyBase gene name;Acc:FBgn0032924]
FBgn0004395	unk	protein_coding	unkempt [Source:FlyBase gene name;Acc:FBgn0004395]
FBgn0042182	CG18749	protein_coding	
FBgn0033989	CG7639	protein_coding	
FBgn0039429	CG14238	protein_coding	
FBgn0261451	trol	protein_coding	terribly reduced optic lobes [Source:FlyBase gene name;Acc:FBgn0261451]
FBgn0013809	Dhc16F	protein_coding	Dynein heavy chain at 16F [Source:FlyBase gene name;Acc:FBgn0013809]
FBgn0265434	zip	protein_coding	zipper [Source:FlyBase gene name;Acc:FBgn0265434]
FBgn0036082	CG12362	protein_coding	
FBgn0038512	CG14330	protein_coding	
FBgn0035845	CG13675	protein_coding	
FBgn0039453	CG6403	protein_coding	
FBgn0260653	serp	protein_coding	serpentine [Source:FlyBase gene name;Acc:FBgn0260653]
FBgn0260451	CG14042	protein_coding	
FBgn0036922	CG14182	protein_coding	
FBgn0002838	ms(3)K81	protein_coding	male sterile (3) K81 [Source:FlyBase gene name;Acc:FBgn0002838]
FBgn0032867	CG15475	protein_coding	
FBgn0051860	ZnT33D	protein_coding	Zinc transporter 33D [Source:FlyBase gene name;Acc:FBgn0051860]
FBgn0086907	Cyt-c-d	protein_coding	Cytochrome c distal [Source:FlyBase gene name;Acc:FBgn0086907]
FBgn0003009	ord	protein_coding	orientation disruptor [Source:FlyBase gene name;Acc:FBgn0003009]
FBgn0039255	CG13646	protein_coding	
FBgn0030228	BTBD9	protein_coding	BTB (POZ) domain containing 9 ortholog [Source:FlyBase gene name;Acc:FBgn0030228]
FBgn0019952	Orct	protein_coding	Organic cation transporter [Source:FlyBase gene name;Acc:FBgn0019952]
FBgn0040071	tara	protein_coding	taranis [Source:FlyBase gene name;Acc:FBgn0040071]
FBgn0035401	CG1291	protein_coding	
FBgn0051157	CG31157	protein_coding	
FBgn0260861	Trs23	protein_coding	TRAPP subunit 23 ortholog (S. cerevisiae) [Source:FlyBase gene name;Acc:FBgn0260861]
FBgn0028569	robl37BC	protein_coding	robl37BC [Source:FlyBase gene name;Acc:FBgn0028569]
FBgn0259184	CG42288	protein_coding	
FBgn0036314	CG10754	protein_coding	
FBgn0017550	Rga	protein_coding	Regena [Source:FlyBase gene name;Acc:FBgn0017550]
FBgn0032850	Kua	protein_coding	Kua [Source:FlyBase gene name;Acc:FBgn0032850]
FBgn0003525	stg	protein_coding	string [Source:FlyBase gene name;Acc:FBgn0003525]
FBgn0030016	Or7a	protein_coding	Odorant receptor 7a [Source:FlyBase gene name;Acc:FBgn0030016]
FBgn0042213	CG18731	protein_coding	
FBgn0027101	Dyrk3	protein_coding	Dual-specificity tyrosine phosphorylation-regulated kinase 3 [Source:FlyBase gene name;Acc:FBgn0027101]
FBgn0038674	CG14285	protein_coding	
FBgn0263250	CG43393	protein_coding	
FBgn0054030	CG34030	protein_coding	
FBgn0035273	CG12020	protein_coding	
FBgn0050493	CG30493	protein_coding	
FBgn0032236	mRpS7	protein_coding	mitochondrial ribosomal protein S7 [Source:FlyBase gene name;Acc:FBgn0032236]
FBgn0036205	CG14131	protein_coding	
FBgn0261994	CG42812	protein_coding	
FBgn0029752	TrxT	protein_coding	Thioredoxin T [Source:FlyBase gene name;Acc:FBgn0029752]
FBgn0031814	retm	protein_coding	real-time [Source:FlyBase gene name;Acc:FBgn0031814]
FBgn0062440	CG17680	protein_coding	
FBgn0016070	smg	protein_coding	smaug [Source:FlyBase gene name;Acc:FBgn0016070]
FBgn0033389	Rad51C	protein_coding	Rad51C [Source:FlyBase gene name;Acc:FBgn0033389]
FBgn0053289	ppk5	protein_coding	pickpocket 5 [Source:FlyBase gene name;Acc:FBgn0053289]
FBgn0028644	beat-Ic	protein_coding	beaten path Ic [Source:FlyBase gene name;Acc:FBgn0028644]
FBgn0003227	rec	protein_coding	recombination-defective [Source:FlyBase gene name;Acc:FBgn0003227]
FBgn0014454	Acp1	protein_coding	Adult cuticle protein 1 [Source:FlyBase gene name;Acc:FBgn0014454]
FBgn0032195	CG4908	protein_coding	
FBgn0031169	CG1494	protein_coding	
FBgn0032482	Pect	protein_coding	Phosphoethanolamine cytidylyltransferase [Source:FlyBase gene name;Acc:FBgn0032482]
FBgn0004513	Mdr65	protein_coding	Multiple drug resistance 65 [Source:FlyBase gene name;Acc:FBgn0004513]
FBgn0051004	mesh	protein_coding	mesh [Source:FlyBase gene name;Acc:FBgn0051004]
FBgn0040773	CoVIIc	protein_coding	Cytochrome c oxidase subunit VIIc [Source:FlyBase gene name;Acc:FBgn0040773]
FBgn0263999	CG43742	protein_coding	
FBgn0027335	Rip11	protein_coding	Rab11 interacting protein [Source:FlyBase gene name;Acc:FBgn0027335]
FBgn0039509	bigmax	protein_coding	bigmax [Source:FlyBase gene name;Acc:FBgn0039509]
FBgn0030770	CG13010	protein_coding	
FBgn0259741	CG42395	protein_coding	
FBgn0030696	CG8509	protein_coding	
FBgn0013799	Deaf1	protein_coding	Deformed epidermal autoregulatory factor-1 [Source:FlyBase gene name;Acc:FBgn0013799]
FBgn0035285	CG12025	protein_coding	
FBgn0265630	sno	protein_coding	strawberry notch [Source:FlyBase gene name;Acc:FBgn0265630]
FBgn0261109	mrn	protein_coding	marionette [Source:FlyBase gene name;Acc:FBgn0261109]
FBgn0051661	CG31661	protein_coding	
FBgn0033170	sPLA2	protein_coding	secretory Phospholipase A2 [Source:FlyBase gene name;Acc:FBgn0033170]
FBgn0013954	FK506-bp2	protein_coding	FK506-binding protein 2 [Source:FlyBase gene name;Acc:FBgn0013954]
FBgn0062413	Ctr1A	protein_coding	Copper transporter 1A [Source:FlyBase gene name;Acc:FBgn0062413]
FBgn0001217	Hsc70-2	protein_coding	Heat shock protein cognate 2 [Source:FlyBase gene name;Acc:FBgn0001217]
FBgn0033138	Tsp42Eq	protein_coding	Tetraspanin 42Eq [Source:FlyBase gene name;Acc:FBgn0033138]
FBgn0038049	CG5844	protein_coding	
FBgn0041231	Gr68a	protein_coding	Gustatory receptor 68a [Source:FlyBase gene name;Acc:FBgn0041231]
FBgn0032649	CG15145	protein_coding	
FBgn0028430	He	protein_coding	Hemese [Source:FlyBase gene name;Acc:FBgn0028430]
FBgn0037487	CG14608	protein_coding	
FBgn0029950	CG9657	protein_coding	
FBgn0013811	Dhc62B	protein_coding	Dynein heavy chain at 62B [Source:FlyBase gene name;Acc:FBgn0013811]
FBgn0036999	isoQC	protein_coding	iso Glutaminyl cyclase [Source:FlyBase gene name;Acc:FBgn0036999]
FBgn0032707	CG10348	protein_coding	
FBgn0263597	Acp98AB	protein_coding	Accessory gland protein 98AB [Source:FlyBase gene name;Acc:FBgn0263597]
FBgn0033994	CG7544	protein_coding	
FBgn0263512	Vsx2	protein_coding	Visual system homeobox 2 ortholog [Source:FlyBase gene name;Acc:FBgn0263512]
FBgn0046685	Wsck	protein_coding	Wsck [Source:FlyBase gene name;Acc:FBgn0046685]
FBgn0038445	CG14891	protein_coding	
FBgn0039800	Npc2g	protein_coding	Niemann-Pick type C-2g [Source:FlyBase gene name;Acc:FBgn0039800]
FBgn0035019	Ir60e	protein_coding	Ionotropic receptor 60e [Source:FlyBase gene name;Acc:FBgn0035019]
FBgn0039437	TwdlL	protein_coding	TweedleL [Source:FlyBase gene name;Acc:FBgn0039437]
FBgn0039844	CG1607	protein_coding	
FBgn0031041	CG12788	protein_coding	
FBgn0026399	Or85e	protein_coding	Odorant receptor 85e [Source:FlyBase gene name;Acc:FBgn0026399]
FBgn0033887	St4	protein_coding	Sulfotransferase 4 [Source:FlyBase gene name;Acc:FBgn0033887]
FBgn0036882	CG9279	protein_coding	
FBgn0014469	Cyp4e2	protein_coding	Cytochrome P450-4e2 [Source:FlyBase gene name;Acc:FBgn0014469]
FBgn0038285	CG6974	protein_coding	
FBgn0038934	Gld2	protein_coding	
FBgn0053147	Hs3st-A	protein_coding	Heparan sulfate 3-O sulfotransferase-A [Source:FlyBase gene name;Acc:FBgn0053147]
FBgn0085231	CG34202	protein_coding	
FBgn0051068	CG31068	protein_coding	
FBgn0051427	CG31427	protein_coding	
FBgn0020415	Idgf2	protein_coding	Imaginal disc growth factor 2 [Source:FlyBase gene name;Acc:FBgn0020415]
FBgn0046225	CG17230	protein_coding	
FBgn0023540	CG3630	protein_coding	
FBgn0263933	ebi	protein_coding	ebi [Source:FlyBase gene name;Acc:FBgn0263933]
FBgn0262547	CG43101	protein_coding	
FBgn0024958	Irp-1A	protein_coding	Iron regulatory protein 1A [Source:FlyBase gene name;Acc:FBgn0024958]
FBgn0054054	CG34054	protein_coding	
FBgn0265629	CG44437	protein_coding	
FBgn0013755	Bro	protein_coding	Brother [Source:FlyBase gene name;Acc:FBgn0013755]
FBgn0037845	CG14694	protein_coding	
FBgn0085506	CG40635	protein_coding	
FBgn0004648	svr	protein_coding	silver [Source:FlyBase gene name;Acc:FBgn0004648]
FBgn0011785	BRWD3	protein_coding	BRWD3 [Source:FlyBase gene name;Acc:FBgn0011785]
FBgn0032260	CG13144	protein_coding	
FBgn0040509	ACXB	protein_coding	ACXB [Source:FlyBase gene name;Acc:FBgn0040509]
FBgn0030010	CG10959	protein_coding	
FBgn0037402	Vha14-2	protein_coding	Vacuolar H[+] ATPase 14kD subunit 2 [Source:FlyBase gene name;Acc:FBgn0037402]
FBgn0028425	JhI-21	protein_coding	JhI-21 [Source:FlyBase gene name;Acc:FBgn0028425]
FBgn0031295	CG4375	protein_coding	
FBgn0020909	Rtc1	protein_coding	Rtc1 [Source:FlyBase gene name;Acc:FBgn0020909]
FBgn0036775	CG5147	protein_coding	
FBgn0031321	Tgt	protein_coding	tRNA-guanine transglycosylase [Source:FlyBase gene name;Acc:FBgn0031321]
FBgn0010591	Sply	protein_coding	Sphingosine-1-phosphate lyase [Source:FlyBase gene name;Acc:FBgn0010591]
FBgn0023172	RhoGEF2	protein_coding	Rho guanine nucleotide exchange factor 2 [Source:FlyBase gene name;Acc:FBgn0023172]
FBgn0031495	GABPI	protein_coding	beta4GalNAcTB pilot [Source:FlyBase gene name;Acc:FBgn0031495]
FBgn0000251	cad	protein_coding	caudal [Source:FlyBase gene name;Acc:FBgn0000251]
FBgn0002869	MtnB	protein_coding	Metallothionein B [Source:FlyBase gene name;Acc:FBgn0002869]
FBgn0015591	AstA	protein_coding	Allatostatin A [Source:FlyBase gene name;Acc:FBgn0015591]
